Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
TRIM2	ENST00000338700.5	tripartite motif containing 2 	22	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
CACNA1D	ENST00000288139.4	calcium channel, voltage-dependent, L type, alpha 1D subunit 	5	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
HOXB3	ENST00000470495.1	homeobox B3 	70	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SNAP91	ENST00000521485.1	synaptosomal-associated protein, 91kDa 	68	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
RAPGEFL1	ENST00000264644.6	Rap guanine nucleotide exchange factor (GEF)-like 1 	20	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SNPH	ENST00000381873.3	syntaphilin 	13	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
RHPN2	ENST00000254260.3	rhophilin, Rho GTPase binding protein 2 	5	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
C1S	ENST00000406697.1	complement component 1, s subcomponent 	707	2	0	1	1	0	hsa-miR-338-5p	-0.01	-0.03	N/A
CDKL2	ENST00000429927.2	cyclin-dependent kinase-like 2 (CDC2-related kinase) 	7	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
CHD2	ENST00000394196.4	chromodomain helicase DNA binding protein 2 	1237	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
BRPF3	ENST00000357641.6	bromodomain and PHD finger containing, 3 	7032	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
KCND2	ENST00000331113.4	potassium voltage-gated channel, Shal-related subfamily, member 2 	5	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
HOXB7	ENST00000239165.7	homeobox B7 	6	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ANO6	ENST00000320560.8	anoctamin 6 	2262	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
H2AFY	ENST00000511689.1	H2A histone family, member Y 	2126	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
EDAR	ENST00000409271.1	ectodysplasin A receptor 	7	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PTPRN2	ENST00000389413.3	protein tyrosine phosphatase, receptor type, N polypeptide 2 	15	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
FAM83A	ENST00000518448.1	family with sequence similarity 83, member A 	22	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SLC22A2	ENST00000366953.3	solute carrier family 22 (organic cation transporter), member 2 	5	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.02	N/A
HLF	ENST00000226067.5	hepatic leukemia factor 	15	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
RAB11FIP3	ENST00000262305.4	RAB11 family interacting protein 3 (class II) 	71	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
TBX19	ENST00000367821.3	T-box 19 	16	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
MITF	ENST00000328528.6	microphthalmia-associated transcription factor 	593	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
MORC4	ENST00000535534.1	MORC family CW-type zinc finger 4 	112	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ARHGEF9	ENST00000253401.6	Cdc42 guanine nucleotide exchange factor (GEF) 9 	13	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
SOCS2	ENST00000548537.1	suppressor of cytokine signaling 2 	89	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PLXNA2	ENST00000367033.3	plexin A2 	8	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
SECISBP2L	ENST00000559471.1	SECIS binding protein 2-like 	161	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
TMEM236	ENST00000377495.1	transmembrane protein 236 	5	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
INHBB	ENST00000295228.3	inhibin, beta B 	75	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
TNFSF13B	ENST00000375887.4	tumor necrosis factor (ligand) superfamily, member 13b 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ANK2	ENST00000357077.4	ankyrin 2, neuronal 	133	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
UPF3B	ENST00000276201.2	UPF3 regulator of nonsense transcripts homolog B (yeast) 	11	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
HMG20A	ENST00000336216.4	high mobility group 20A 	391	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
R3HDM1	ENST00000264160.4	R3H domain containing 1 	195	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
CEP78	ENST00000424347.2	centrosomal protein 78kDa 	423	5	0	2	3	1	hsa-miR-338-5p	-0.01	-0.09	N/A
C5orf51	ENST00000381647.2	chromosome 5 open reading frame 51 	124	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
DISC1	ENST00000439617.2	disrupted in schizophrenia 1 	132	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
DCX	ENST00000356915.2	doublecortin 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
COG3	ENST00000349995.5	component of oligomeric golgi complex 3 	53	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
BTAF1	ENST00000265990.6	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa 	917	2	0	0	2	0	hsa-miR-338-5p	-0.01	-0.02	N/A
TBR1	ENST00000389554.3	T-box, brain, 1 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
AC016559.1	ENST00000594347.1	Uncharacterized protein  	15	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SS18L1	ENST00000331758.3	synovial sarcoma translocation gene on chromosome 18-like 1 	274	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ZC3H12B	ENST00000338957.4	zinc finger CCCH-type containing 12B 	29	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
HBP1	ENST00000222574.4	HMG-box transcription factor 1 	167	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SCN2A	ENST00000375437.2	sodium channel, voltage-gated, type II, alpha subunit 	7	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
ARNT2	ENST00000303329.4	aryl-hydrocarbon receptor nuclear translocator 2 	39	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SLC16A2	ENST00000587091.1	solute carrier family 16, member 2 (thyroid hormone transporter) 	22	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
KCNQ3	ENST00000388996.4	potassium voltage-gated channel, KQT-like subfamily, member 3 	5	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
ATP10B	ENST00000327245.5	ATPase, class V, type 10B 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
RAP1GAP	ENST00000290101.4	RAP1 GTPase activating protein 	396	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
WNT5A	ENST00000474267.1	wingless-type MMTV integration site family, member 5A 	2080	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
IRAK1BP1	ENST00000607739.1	interleukin-1 receptor-associated kinase 1 binding protein 1 	30	1	0	1	0	0	hsa-miR-338-5p	-0.01	-0.02	N/A
ARHGEF11	ENST00000368194.3	Rho guanine nucleotide exchange factor (GEF) 11 	346	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ATP10D	ENST00000273859.3	ATPase, class V, type 10D 	440	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ZFP62	ENST00000512132.1	ZFP62 zinc finger protein 	170	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ZNF845	ENST00000458035.1	zinc finger protein 845 	67	1	0	1	0	1	hsa-miR-338-5p	-0.01	-0.02	N/A
C10orf11	ENST00000496424.2	chromosome 10 open reading frame 11 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
CTBP2	ENST00000337195.5	C-terminal binding protein 2 	16	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ZNF35	ENST00000396056.2	zinc finger protein 35 	71	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
BMP8B	ENST00000372827.3	bone morphogenetic protein 8b 	88	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ADAMTS19	ENST00000274487.4	ADAM metallopeptidase with thrombospondin type 1 motif, 19 	8	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
KIF18B	ENST00000587309.1	kinesin family member 18B 	172	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PCSK5	ENST00000376752.4	proprotein convertase subtilisin/kexin type 5 	68	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
DUOX2	ENST00000389039.6	dual oxidase 2 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
C12orf79	ENST00000549802.1	chromosome 12 open reading frame 79 	5	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
PRICKLE1	ENST00000455697.1	prickle homolog 1 (Drosophila) 	146	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ELMSAN1	ENST00000394071.2	ELM2 and Myb/SANT-like domain containing 1 	15	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
OLIG3	ENST00000367734.2	oligodendrocyte transcription factor 3 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
C14orf142	ENST00000306954.4	chromosome 14 open reading frame 142 	66	1	0	1	0	2	hsa-miR-338-5p	-0.01	-0.10	N/A
FNIP1	ENST00000307968.7	folliculin interacting protein 1 	32	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
RARB	ENST00000437042.2	retinoic acid receptor, beta 	48	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
OTUD4	ENST00000454497.2	OTU domain containing 4 	18	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
CNNM1	ENST00000356713.4	cyclin M1 	45	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SLC44A5	ENST00000370859.3	solute carrier family 44, member 5 	395	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ZNF208	ENST00000397126.4	zinc finger protein 208 	0	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PPP3R2	ENST00000374806.1	protein phosphatase 3, regulatory subunit B, beta 	5	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
FNDC9	ENST00000312349.4	fibronectin type III domain containing 9 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
KCTD9	ENST00000221200.4	potassium channel tetramerization domain containing 9 	575	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ELOVL7	ENST00000508821.1	ELOVL fatty acid elongase 7 	52	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
KIAA0430	ENST00000396368.3	KIAA0430 	461	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ROR2	ENST00000375708.3	receptor tyrosine kinase-like orphan receptor 2 	43	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
GOLGA8F	ENST00000526619.2	golgin A8 family, member F 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
NOTCH2NL	ENST00000369340.3	notch 2 N-terminal like 	5	1	0	0	1	4	hsa-miR-338-5p	-0.01	-0.01	N/A
GOLGA8G	ENST00000329523.6	golgin A8 family, member G 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
NUP160	ENST00000378460.2	nucleoporin 160kDa 	997	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PRKCH	ENST00000332981.5	protein kinase C, eta 	400	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SLC36A1	ENST00000243389.3	solute carrier family 36 (proton/amino acid symporter), member 1 	236	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
NDST3	ENST00000296499.5	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
NAV3	ENST00000228327.6	neuron navigator 3 	277	1	0	0	1	3	hsa-miR-338-5p	-0.01	-0.01	N/A
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PLEKHO2	ENST00000323544.4	pleckstrin homology domain containing, family O member 2 	279	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SNX10	ENST00000396376.1	sorting nexin 10 	9	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
NR2E1	ENST00000368986.4	nuclear receptor subfamily 2, group E, member 1 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
RFX4	ENST00000229387.5	regulatory factor X, 4 (influences HLA class II expression) 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
LEPR	ENST00000371060.3	leptin receptor 	169	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
MLLT10	ENST00000377072.3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 	495	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
RAG1	ENST00000299440.5	recombination activating gene 1 	5	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
C1orf87	ENST00000450089.2	chromosome 1 open reading frame 87 	5	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SCD	ENST00000370355.2	stearoyl-CoA desaturase (delta-9-desaturase) 	9726	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
SPAG9	ENST00000262013.7	sperm associated antigen 9 	509	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
CANX	ENST00000247461.4	calnexin 	17053	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
RNF217	ENST00000521654.2	ring finger protein 217 	92	3	0	1	2	5	hsa-miR-338-5p	-0.01	-0.04	N/A
ZFP90	ENST00000398253.2	ZFP90 zinc finger protein 	174	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PRPF4	ENST00000374199.4	pre-mRNA processing factor 4 	2735	3	1	0	2	2	hsa-miR-338-5p	-0.01	-0.06	N/A
TRIQK	ENST00000521988.1	triple QxxK/R motif containing 	210	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.02	N/A
SNRPD3	ENST00000215829.3	small nuclear ribonucleoprotein D3 polypeptide 18kDa 	3251	1	1	0	0	0	hsa-miR-338-5p	-0.01	-0.07	N/A
CCDC30	ENST00000342022.4	coiled-coil domain containing 30 	6	1	1	0	0	1	hsa-miR-338-5p	-0.01	-0.08	N/A
LRRC8B	ENST00000330947.2	leucine rich repeat containing 8 family, member B 	326	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
FBXO42	ENST00000375592.3	F-box protein 42 	854	1	0	1	0	0	hsa-miR-338-5p	-0.01	-0.02	N/A
HIST1H2BN	ENST00000606613.1	histone cluster 1, H2bn 	29	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.03	N/A
PELO	ENST00000274311.2	pelota homolog (Drosophila) 	786	2	0	2	0	0	hsa-miR-338-5p	-0.01	-0.04	N/A
GPR107	ENST00000372410.3	G protein-coupled receptor 107 	1429	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ZNF557	ENST00000414706.1	zinc finger protein 557 	294	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ZBTB38	ENST00000514251.1	zinc finger and BTB domain containing 38 	1270	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
GSE1	ENST00000253458.7	Gse1 coiled-coil protein 	133	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
GINS1	ENST00000429262.2	GINS complex subunit 1 (Psf1 homolog) 	56	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ATP8A2	ENST00000381655.2	ATPase, aminophospholipid transporter, class I, type 8A, member 2 	22	1	0	1	0	0	hsa-miR-338-5p	-0.01	-0.02	N/A
GAB1	ENST00000262995.4	GRB2-associated binding protein 1 	26	1	0	1	0	3	hsa-miR-338-5p	-0.01	-0.02	N/A
DHODH	ENST00000219240.4	dihydroorotate dehydrogenase (quinone) 	152	1	0	1	0	0	hsa-miR-338-5p	-0.01	-0.02	N/A
BTBD19	ENST00000453418.1	BTB (POZ) domain containing 19 	61	1	1	0	0	0	hsa-miR-338-5p	-0.01	-0.04	N/A
CLMP	ENST00000448775.2	CXADR-like membrane protein 	212	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
PPP1R10	ENST00000376511.2	protein phosphatase 1, regulatory subunit 10 	893	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PVR	ENST00000425690.3	poliovirus receptor 	761	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
HS3ST3A1	ENST00000284110.1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 	148	2	0	0	2	1	hsa-miR-338-5p	-0.01	-0.05	N/A
SEL1L3	ENST00000399878.3	sel-1 suppressor of lin-12-like 3 (C. elegans) 	155	1	0	1	0	0	hsa-miR-338-5p	-0.01	-0.02	N/A
RABGAP1L	ENST00000489615.1	RAB GTPase activating protein 1-like 	364	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
NIN	ENST00000389868.3	ninein (GSK3B interacting protein) 	594	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
SGK3	ENST00000345714.4	serum/glucocorticoid regulated kinase family, member 3 	56	1	1	0	0	0	hsa-miR-338-5p	-0.01	-0.11	N/A
DTX3L	ENST00000296161.4	deltex 3-like (Drosophila) 	319	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
F2RL1	ENST00000296677.4	coagulation factor II (thrombin) receptor-like 1 	184	1	0	1	0	3	hsa-miR-338-5p	-0.01	-0.03	N/A
FLRT2	ENST00000330753.4	fibronectin leucine rich transmembrane protein 2 	73	1	1	0	0	1	hsa-miR-338-5p	-0.01	-0.03	N/A
FAM76B	ENST00000358780.5	family with sequence similarity 76, member B 	186	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
PRKAR2A	ENST00000265563.8	protein kinase, cAMP-dependent, regulatory, type II, alpha 	583	1	0	0	1	3	hsa-miR-338-5p	-0.01	-0.01	N/A
VAPA	ENST00000400000.2	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa 	2926	2	0	1	1	0	hsa-miR-338-5p	-0.01	-0.03	N/A
HNRNPA1	ENST00000546500.1	heterogeneous nuclear ribonucleoprotein A1 	2079	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
FAM117B	ENST00000392238.2	family with sequence similarity 117, member B 	245	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
MRPL19	ENST00000393909.2	mitochondrial ribosomal protein L19 	816	2	0	1	1	4	hsa-miR-338-5p	-0.01	-0.06	N/A
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	0	0	1	6	hsa-miR-338-5p	-0.01	-0.01	N/A
SLC8A1	ENST00000406785.2	solute carrier family 8 (sodium/calcium exchanger), member 1 	61	6	1	4	1	5	hsa-miR-338-5p	-0.01	-0.12	N/A
KLF9	ENST00000377126.2	Kruppel-like factor 9 	20	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ZKSCAN3	ENST00000377255.3	zinc finger with KRAB and SCAN domains 3 	63	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ZNF724P	ENST00000418100.1	zinc finger protein 724, pseudogene 	128	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
TBC1D8B	ENST00000357242.5	TBC1 domain family, member 8B (with GRAM domain) 	69	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ECE1	ENST00000415912.2	endothelin converting enzyme 1 	1166	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
EIF5AL1	ENST00000520547.2	eukaryotic translation initiation factor 5A-like 1 	10	1	0	1	0	0	hsa-miR-338-5p	-0.01	-0.02	N/A
ELL2	ENST00000237853.4	elongation factor, RNA polymerase II, 2 	397	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
ITGAV	ENST00000261023.3	integrin, alpha V 	2407	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PLSCR1	ENST00000342435.4	phospholipid scramblase 1 	220	3	1	0	2	6	hsa-miR-338-5p	-0.01	-0.17	N/A
LBR	ENST00000272163.4	lamin B receptor 	1217	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
PDPK1	ENST00000441549.3	3-phosphoinositide dependent protein kinase-1 	104	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
WHSC1L1	ENST00000317025.8	Wolf-Hirschhorn syndrome candidate 1-like 1 	481	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
CLSPN	ENST00000318121.3	claspin 	92	2	0	0	2	0	hsa-miR-338-5p	-0.01	-0.02	N/A
GLI3	ENST00000395925.3	GLI family zinc finger 3 	544	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
CPT1A	ENST00000265641.5	carnitine palmitoyltransferase 1A (liver) 	869	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
GIT2	ENST00000355312.3	G protein-coupled receptor kinase interacting ArfGAP 2 	924	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
GRAMD4	ENST00000361034.3	GRAM domain containing 4 	403	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
CYB5D1	ENST00000571846.1	cytochrome b5 domain containing 1 	546	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
CENPI	ENST00000372927.1	centromere protein I 	379	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
TMEM200A	ENST00000296978.3	transmembrane protein 200A 	1609	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
MLK4	ENST00000366624.3	Mitogen-activated protein kinase kinase kinase MLK4  	405	1	0	0	1	4	hsa-miR-338-5p	-0.01	-0.01	N/A
LACTB	ENST00000413507.2	lactamase, beta 	746	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
CD47	ENST00000361309.5	CD47 molecule 	520	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.03	N/A
ZNHIT6	ENST00000431532.2	zinc finger, HIT-type containing 6 	201	1	1	0	0	2	hsa-miR-338-5p	-0.01	-0.03	N/A
ADAMTS5	ENST00000284987.5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 	68	2	0	0	2	4	hsa-miR-338-5p	-0.01	-0.02	N/A
E2F7	ENST00000322886.7	E2F transcription factor 7 	308	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
BMP2K	ENST00000335016.5	BMP2 inducible kinase 	164	1	0	0	1	3	hsa-miR-338-5p	-0.01	-0.01	N/A
KDM5A	ENST00000399788.2	lysine (K)-specific demethylase 5A 	118	1	0	0	1	3	hsa-miR-338-5p	-0.01	-0.01	N/A
ERLIN1	ENST00000421367.2	ER lipid raft associated 1 	86	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
VPS36	ENST00000378060.4	vacuolar protein sorting 36 homolog (S. cerevisiae) 	57	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
APH1B	ENST00000261879.5	APH1B gamma secretase subunit 	223	3	0	1	2	0	hsa-miR-338-5p	-0.01	-0.04	N/A
ZNF362	ENST00000539719.1	zinc finger protein 362 	27	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
TEF	ENST00000266304.4	thyrotrophic embryonic factor 	60	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
ALS2	ENST00000457679.2	amyotrophic lateral sclerosis 2 (juvenile) 	206	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
DFFA	ENST00000377036.2	DNA fragmentation factor, 45kDa, alpha polypeptide 	743	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
DSC2	ENST00000251081.6	desmocollin 2 	145	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.01	N/A
TTF2	ENST00000369466.4	transcription termination factor, RNA polymerase II 	837	2	0	1	1	2	hsa-miR-338-5p	-0.01	-0.04	N/A
RNGTT	ENST00000369485.4	RNA guanylyltransferase and 5'-phosphatase 	1384	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
KIF5B	ENST00000302418.4	kinesin family member 5B 	635	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
TTC14	ENST00000412756.2	tetratricopeptide repeat domain 14 	99	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
MFAP3	ENST00000436816.1	microfibrillar-associated protein 3 	1139	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
TULP4	ENST00000367097.3	tubby like protein 4 	93	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
BTBD3	ENST00000254977.3	BTB (POZ) domain containing 3 	3798	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
CLCN5	ENST00000376088.3	chloride channel, voltage-sensitive 5 	154	1	0	1	0	1	hsa-miR-338-5p	-0.01	-0.02	N/A
COX19	ENST00000344111.3	cytochrome c oxidase assembly homolog 19 (S. cerevisiae) 	734	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.08	N/A
SLC2A11	ENST00000345044.6	solute carrier family 2 (facilitated glucose transporter), member 11 	50	1	0	1	0	0	hsa-miR-338-5p	-0.01	-0.09	N/A
AP5S1	ENST00000379573.2	adaptor-related protein complex 5, sigma 1 subunit 	492	1	0	0	1	0	hsa-miR-338-5p	-0.01	-0.06	N/A
ELAVL2	ENST00000380110.4	ELAV like neuron-specific RNA binding protein 2 	78	1	0	0	1	1	hsa-miR-338-5p	-0.01	-0.01	N/A
OGT	ENST00000373719.3	O-linked N-acetylglucosamine (GlcNAc) transferase 	1036	2	0	0	2	0	hsa-miR-338-5p	-0.01	-0.02	N/A
ARHGEF12	ENST00000397843.2	Rho guanine nucleotide exchange factor (GEF) 12 	815	2	0	0	2	1	hsa-miR-338-5p	-0.01	-0.02	N/A
HSPA13	ENST00000285667.3	heat shock protein 70kDa family, member 13 	2175	1	0	0	1	2	hsa-miR-338-5p	-0.01	-0.01	N/A
