Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
E2F3	ENST00000346618.3	E2F transcription factor 3 	91	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
IRS2	ENST00000375856.3	insulin receptor substrate 2 	231	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
MEF2A	ENST00000354410.5	myocyte enhancer factor 2A 	654	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
DLG2	ENST00000398309.2	discs, large homolog 2 (Drosophila) 	15	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PPP3CA	ENST00000512215.1	protein phosphatase 3, catalytic subunit, alpha isozyme 	259	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
CNNM4	ENST00000540067.1	cyclin M4 	1249	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
NELL2	ENST00000395487.2	NEL-like 2 (chicken) 	32	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
TRIM71	ENST00000383763.5	tripartite motif containing 71, E3 ubiquitin protein ligase 	67	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PML	ENST00000435786.2	promyelocytic leukemia 	95	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
LMTK2	ENST00000297293.5	lemur tyrosine kinase 2 	51	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
RAP2A	ENST00000245304.4	RAP2A, member of RAS oncogene family 	721	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PSMD5	ENST00000210313.3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5 	3846	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ELMSAN1	ENST00000394071.2	ELM2 and Myb/SANT-like domain containing 1 	15	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ADAMTS2	ENST00000251582.7	ADAM metallopeptidase with thrombospondin type 1 motif, 2 	2767	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
R3HDM1	ENST00000264160.4	R3H domain containing 1 	195	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
KIF1B	ENST00000377086.1	kinesin family member 1B 	234	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
DDX3Y	ENST00000336079.3	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked 	5	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CGNL1	ENST00000281282.5	cingulin-like 1 	25	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CYBB	ENST00000378588.4	cytochrome b-245, beta polypeptide 	12	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
CNGB3	ENST00000320005.5	cyclic nucleotide gated channel beta 3 	5	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PRLR	ENST00000342362.5	prolactin receptor 	95	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
PHF21B	ENST00000403565.1	PHD finger protein 21B 	8	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
APPBP2	ENST00000083182.3	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	907	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CD93	ENST00000246006.4	CD93 molecule 	5	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
KCTD9	ENST00000221200.4	potassium channel tetramerization domain containing 9 	575	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
TAF4B	ENST00000269142.5	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa 	52	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
ZC3H12B	ENST00000338957.4	zinc finger CCCH-type containing 12B 	29	1	0	0	1	6	rno-miR-338-5p	-0.01	-0.01	N/A
SLAMF1	ENST00000302035.6	signaling lymphocytic activation molecule family member 1 	5	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
NOL4	ENST00000261592.5	nucleolar protein 4 	12	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
ASAP1	ENST00000357668.1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 	185	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
EFNA5	ENST00000333274.6	ephrin-A5 	225	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
MKL2	ENST00000318282.5	MKL/myocardin-like 2 	992	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
BEND4	ENST00000504360.1	BEN domain containing 4 	187	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
MLTK	ENST00000338983.3	Mitogen-activated protein kinase kinase kinase MLT  	766	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
HIPK1	ENST00000369558.1	homeodomain interacting protein kinase 1 	930	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
HS6ST3	ENST00000376705.2	heparan sulfate 6-O-sulfotransferase 3 	598	1	0	0	1	4	rno-miR-338-5p	-0.01	-0.01	N/A
NR6A1	ENST00000487099.2	nuclear receptor subfamily 6, group A, member 1 	1082	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
C14orf142	ENST00000306954.4	chromosome 14 open reading frame 142 	66	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.32	N/A
ESF1	ENST00000202816.1	ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) 	180	1	1	0	0	1	rno-miR-338-5p	-0.01	-0.12	N/A
CPNE8	ENST00000331366.5	copine VIII 	343	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PHLDB2	ENST00000431670.2	pleckstrin homology-like domain, family B, member 2 	588	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ZNF148	ENST00000360647.4	zinc finger protein 148 	230	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
PHLPP1	ENST00000400316.4	PH domain and leucine rich repeat protein phosphatase 1 	348	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
FAM126A	ENST00000409923.1	family with sequence similarity 126, member A 	241	3	0	1	2	1	rno-miR-338-5p	-0.01	-0.04	N/A
PIP4K2A	ENST00000376573.4	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha 	632	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
LHX4	ENST00000263726.2	LIM homeobox 4 	13	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
FAM8A1	ENST00000259963.3	family with sequence similarity 8, member A1 	1064	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CHMP2B	ENST00000263780.4	charged multivesicular body protein 2B 	810	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
LRRC1	ENST00000370888.1	leucine rich repeat containing 1 	343	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.02	N/A
ADD2	ENST00000264436.4	adducin 2 (beta) 	59	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PBX3	ENST00000342287.5	pre-B-cell leukemia homeobox 3 	1142	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ARL4A	ENST00000396663.1	ADP-ribosylation factor-like 4A 	213	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ZXDC	ENST00000336332.5	ZXD family zinc finger C 	131	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
INHBA	ENST00000242208.4	inhibin, beta A 	1260	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
PDPK1	ENST00000441549.3	3-phosphoinositide dependent protein kinase-1 	104	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
RASSF6	ENST00000307439.5	Ras association (RalGDS/AF-6) domain family member 6 	11	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
GLI3	ENST00000395925.3	GLI family zinc finger 3 	544	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
VWA5A	ENST00000456829.2	von Willebrand factor A domain containing 5A 	35	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
AGFG1	ENST00000310078.8	ArfGAP with FG repeats 1 	2019	2	0	1	1	2	rno-miR-338-5p	-0.01	-0.13	N/A
ZNF362	ENST00000539719.1	zinc finger protein 362 	27	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
DENND5B	ENST00000389082.5	DENN/MADD domain containing 5B 	832	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
DCLK1	ENST00000379892.4	doublecortin-like kinase 1 	9	2	0	0	2	1	rno-miR-338-5p	-0.01	-0.02	N/A
CIT	ENST00000392521.2	citron (rho-interacting, serine/threonine kinase 21) 	134	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
TMTC1	ENST00000256062.5	transmembrane and tetratricopeptide repeat containing 1 	379	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
NCOA1	ENST00000405141.1	nuclear receptor coactivator 1 	200	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
WDR55	ENST00000358337.5	WD repeat domain 55 	251	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
TMEM30A	ENST00000230461.6	transmembrane protein 30A 	1221	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.10	N/A
ZNF281	ENST00000294740.3	zinc finger protein 281 	595	2	0	0	2	3	rno-miR-338-5p	-0.01	-0.04	N/A
BTBD3	ENST00000254977.3	BTB (POZ) domain containing 3 	3798	2	0	1	1	0	rno-miR-338-5p	-0.01	-0.03	N/A
RPS8	ENST00000396651.3	ribosomal protein S8 	2438	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.14	N/A
FZD1	ENST00000287934.2	frizzled family receptor 1 	391	2	0	2	0	2	rno-miR-338-5p	-0.01	-0.05	N/A
TULP4	ENST00000367097.3	tubby like protein 4 	93	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
ELAVL2	ENST00000380110.4	ELAV like neuron-specific RNA binding protein 2 	78	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
KIF5B	ENST00000302418.4	kinesin family member 5B 	635	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ATF7IP	ENST00000261168.4	activating transcription factor 7 interacting protein 	667	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ANKRD50	ENST00000504087.1	ankyrin repeat domain 50 	152	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.02	N/A
ELOVL2	ENST00000354666.3	ELOVL fatty acid elongase 2 	99	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
RAB11FIP3	ENST00000262305.4	RAB11 family interacting protein 3 (class II) 	71	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
RPGR	ENST00000338898.3	retinitis pigmentosa GTPase regulator 	72	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.05	N/A
CCDC88C	ENST00000389857.6	coiled-coil domain containing 88C 	42	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ALG10B	ENST00000308742.4	ALG10B, alpha-1,2-glucosyltransferase 	471	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
PRKAB2	ENST00000254101.3	protein kinase, AMP-activated, beta 2 non-catalytic subunit 	363	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
DGKE	ENST00000284061.3	diacylglycerol kinase, epsilon 64kDa 	470	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
MED1	ENST00000300651.6	mediator complex subunit 1 	87	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CARF	ENST00000402905.3	calcium responsive transcription factor 	27	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.03	N/A
TMEM11	ENST00000317635.5	transmembrane protein 11 	223	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.09	N/A
IKZF2	ENST00000457361.1	IKAROS family zinc finger 2 (Helios) 	32	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
MAGI2	ENST00000419488.1	membrane associated guanylate kinase, WW and PDZ domain containing 2 	43	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
HECW1	ENST00000395891.2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 	11	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
CEP55	ENST00000371485.3	centrosomal protein 55kDa 	92	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
RAP1A	ENST00000369709.3	RAP1A, member of RAS oncogene family 	382	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.05	N/A
PHF12	ENST00000577226.1	PHD finger protein 12 	307	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
NEBL	ENST00000377122.4	nebulette 	181	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
AP5M1	ENST00000261558.3	adaptor-related protein complex 5, mu 1 subunit 	198	2	0	2	0	2	rno-miR-338-5p	-0.01	-0.04	N/A
SAMD4A	ENST00000392067.3	sterile alpha motif domain containing 4A 	449	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
SLCO3A1	ENST00000318445.6	solute carrier organic anion transporter family, member 3A1 	133	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
CDC42BPA	ENST00000366767.3	CDC42 binding protein kinase alpha (DMPK-like) 	122	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PCSK1	ENST00000311106.3	proprotein convertase subtilisin/kexin type 1 	83	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
TBL1X	ENST00000407597.2	transducin (beta)-like 1X-linked 	125	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
THRB	ENST00000396671.2	thyroid hormone receptor, beta 	55	2	0	1	1	0	rno-miR-338-5p	-0.01	-0.03	N/A
PRMT10	ENST00000322396.6	protein arginine methyltransferase 10 (putative) 	71	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.03	N/A
RALGPS1	ENST00000259351.5	Ral GEF with PH domain and SH3 binding motif 1 	34	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
HDAC9	ENST00000405010.3	histone deacetylase 9 	13	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
HOMEZ	ENST00000357460.5	homeobox and leucine zipper encoding 	100	2	0	0	2	2	rno-miR-338-5p	-0.01	-0.03	N/A
RNF7	ENST00000273480.3	ring finger protein 7 	377	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.10	N/A
SLMO2	ENST00000355937.4	slowmo homolog 2 (Drosophila) 	374	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
FAM169A	ENST00000380515.3	family with sequence similarity 169, member A 	90	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
RNF150	ENST00000515673.2	ring finger protein 150 	518	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
NRG2	ENST00000394770.1	neuregulin 2 	9	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
CHST11	ENST00000549260.1	carbohydrate (chondroitin 4) sulfotransferase 11 	686	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
COX10	ENST00000261643.3	cytochrome c oxidase assembly homolog 10 (yeast) 	72	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
TGIF2	ENST00000373874.2	TGFB-induced factor homeobox 2 	192	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
RALGAPB	ENST00000397038.1	Ral GTPase activating protein, beta subunit (non-catalytic) 	1120	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
CTBP2	ENST00000337195.5	C-terminal binding protein 2 	16	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
USP37	ENST00000258399.3	ubiquitin specific peptidase 37 	14	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
SLC36A4	ENST00000326402.4	solute carrier family 36 (proton/amino acid symporter), member 4 	252	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
GSTK1	ENST00000358406.5	glutathione S-transferase kappa 1 	299	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
BAG4	ENST00000287322.4	BCL2-associated athanogene 4 	29	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
FAF2	ENST00000261942.6	Fas associated factor family member 2 	1700	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
MAGI3	ENST00000307546.9	membrane associated guanylate kinase, WW and PDZ domain containing 3 	70	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
HS3ST3A1	ENST00000284110.1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1 	148	2	1	0	1	0	rno-miR-338-5p	-0.01	-0.04	N/A
COL25A1	ENST00000399132.1	collagen, type XXV, alpha 1 	270	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CBLL1	ENST00000440859.3	Cbl proto-oncogene-like 1, E3 ubiquitin protein ligase 	850	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
CREB5	ENST00000357727.2	cAMP responsive element binding protein 5 	54	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.02	N/A
RC3H1	ENST00000367696.2	ring finger and CCCH-type domains 1 	165	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CANX	ENST00000247461.4	calnexin 	17053	1	0	0	1	2	rno-miR-338-5p	-0.01	-0.01	N/A
C4orf29	ENST00000388795.5	chromosome 4 open reading frame 29 	67	2	0	1	1	1	rno-miR-338-5p	-0.01	-0.03	N/A
CREB1	ENST00000432329.2	cAMP responsive element binding protein 1 	295	2	0	2	0	1	rno-miR-338-5p	-0.01	-0.04	N/A
TRIM44	ENST00000299413.5	tripartite motif containing 44 	4203	1	0	1	0	2	rno-miR-338-5p	-0.01	-0.03	N/A
SLITRK4	ENST00000381779.4	SLIT and NTRK-like family, member 4 	86	2	0	2	0	2	rno-miR-338-5p	-0.01	-0.04	N/A
SYNJ2BP	ENST00000256366.4	synaptojanin 2 binding protein 	329	1	0	1	0	2	rno-miR-338-5p	-0.01	-0.02	N/A
FRMD4B	ENST00000398540.3	FERM domain containing 4B 	12	2	0	2	0	0	rno-miR-338-5p	-0.01	-0.04	N/A
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	2	1	0	1	4	rno-miR-338-5p	-0.01	-0.04	N/A
AVPR1A	ENST00000299178.2	arginine vasopressin receptor 1A 	9	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.02	N/A
DOCK3	ENST00000266037.9	dedicator of cytokinesis 3 	47	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
PHC3	ENST00000495893.2	polyhomeotic homolog 3 (Drosophila) 	366	2	1	0	1	0	rno-miR-338-5p	-0.01	-0.04	N/A
SLC8A1	ENST00000406785.2	solute carrier family 8 (sodium/calcium exchanger), member 1 	61	5	1	3	1	6	rno-miR-338-5p	-0.01	-0.10	N/A
NUFIP2	ENST00000225388.4	nuclear fragile X mental retardation protein interacting protein 2 	440	3	1	0	2	2	rno-miR-338-5p	-0.01	-0.05	N/A
REPS2	ENST00000357277.3	RALBP1 associated Eps domain containing 2 	36	3	0	2	1	1	rno-miR-338-5p	-0.01	-0.05	N/A
RALGAPA2	ENST00000202677.7	Ral GTPase activating protein, alpha subunit 2 (catalytic) 	24	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
FAR1	ENST00000354817.3	fatty acyl CoA reductase 1 	814	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
IRS1	ENST00000305123.5	insulin receptor substrate 1 	804	1	1	0	0	1	rno-miR-338-5p	-0.01	-0.03	N/A
KIF5C	ENST00000435030.1	kinesin family member 5C 	19	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
TMEM242	ENST00000400788.4	transmembrane protein 242 	593	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.04	N/A
G2E3	ENST00000206595.6	G2/M-phase specific E3 ubiquitin protein ligase 	286	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
CREBBP	ENST00000262367.5	CREB binding protein 	532	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
C1orf27	ENST00000287859.6	chromosome 1 open reading frame 27 	222	2	1	1	0	0	rno-miR-338-5p	-0.01	-0.39	N/A
CDYL2	ENST00000570137.2	chromodomain protein, Y-like 2 	239	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
TIMM8A	ENST00000372902.3	translocase of inner mitochondrial membrane 8 homolog A (yeast) 	147	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.02	N/A
STARD4	ENST00000512160.1	StAR-related lipid transfer (START) domain containing 4 	767	2	0	0	2	0	rno-miR-338-5p	-0.01	-0.06	N/A
SLC48A1	ENST00000442218.2	solute carrier family 48 (heme transporter), member 1 	470	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.16	N/A
TBX2	ENST00000240328.3	T-box 2 	471	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.12	N/A
SV2B	ENST00000394232.1	synaptic vesicle glycoprotein 2B 	7	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
RAP1GAP2	ENST00000254695.8	RAP1 GTPase activating protein 2 	123	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
IQSEC1	ENST00000273221.4	IQ motif and Sec7 domain 1 	415	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
UBE4A	ENST00000252108.3	ubiquitination factor E4A 	29	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.03	N/A
ITPRIP	ENST00000337478.1	inositol 1,4,5-trisphosphate receptor interacting protein 	1138	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
DCAF12L2	ENST00000538699.1	DDB1 and CUL4 associated factor 12-like 2 	20	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.03	N/A
ATP11B	ENST00000323116.5	ATPase, class VI, type 11B 	459	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.03	N/A
CCDC47	ENST00000225726.5	coiled-coil domain containing 47 	1484	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.04	N/A
ETV1	ENST00000430479.1	ets variant 1 	160	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
HNRNPD	ENST00000313899.7	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) 	1763	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.07	N/A
TFAP2B	ENST00000393655.3	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) 	23	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.03	N/A
SNX21	ENST00000462307.1	sorting nexin family member 21 	343	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
CAB39	ENST00000258418.5	calcium binding protein 39 	27	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
STAM	ENST00000377524.3	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 	723	1	0	0	1	3	rno-miR-338-5p	-0.01	-0.06	N/A
PEX19	ENST00000368072.5	peroxisomal biogenesis factor 19 	1804	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.06	N/A
FAM46C	ENST00000369448.3	family with sequence similarity 46, member C 	74	1	0	1	0	2	rno-miR-338-5p	-0.01	-0.02	N/A
ZNF644	ENST00000370440.1	zinc finger protein 644 	40	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.03	N/A
MMGT1	ENST00000305963.2	membrane magnesium transporter 1 	113	1	1	0	0	0	rno-miR-338-5p	-0.01	-0.12	N/A
ZNF507	ENST00000311921.4	zinc finger protein 507 	378	1	1	0	0	3	rno-miR-338-5p	-0.01	-0.06	N/A
SHFM1	ENST00000248566.2	split hand/foot malformation (ectrodactyly) type 1 	96	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.10	N/A
HELZ	ENST00000358691.5	helicase with zinc finger 	571	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.01	N/A
SNTB1	ENST00000395601.3	syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1) 	217	3	0	1	2	1	rno-miR-338-5p	-0.01	-0.04	N/A
SETD1A	ENST00000262519.8	SET domain containing 1A 	14	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.02	N/A
NCAM2	ENST00000400546.1	neural cell adhesion molecule 2 	64	1	1	0	0	1	rno-miR-338-5p	-0.01	-0.03	N/A
RBM4B	ENST00000531036.2	RNA binding motif protein 4B 	199	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.14	N/A
STYX	ENST00000354586.4	serine/threonine/tyrosine interacting protein 	250	1	0	0	1	1	rno-miR-338-5p	-0.01	-0.02	N/A
PAIP2B	ENST00000244221.8	poly(A) binding protein interacting protein 2B 	42	1	0	1	0	2	rno-miR-338-5p	-0.01	-0.03	N/A
GALNT13	ENST00000409237.1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13) 	49	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
SEC62	ENST00000337002.4	SEC62 homolog (S. cerevisiae) 	746	2	0	0	2	0	rno-miR-338-5p	-0.01	-0.02	N/A
OGFRL1	ENST00000370435.4	opioid growth factor receptor-like 1 	607	1	0	0	1	3	rno-miR-338-5p	-0.01	-0.03	N/A
ZNF250	ENST00000292579.7	zinc finger protein 250 	67	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.09	N/A
COL12A1	ENST00000322507.8	collagen, type XII, alpha 1 	482	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.03	N/A
VPS4B	ENST00000238497.5	vacuolar protein sorting 4 homolog B (S. cerevisiae) 	180	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.07	N/A
CNIH1	ENST00000395573.4	cornichon family AMPA receptor auxiliary protein 1 	2182	1	0	1	0	0	rno-miR-338-5p	-0.01	-0.10	N/A
MR1	ENST00000367580.5	major histocompatibility complex, class I-related 	107	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.04	N/A
OPRL1	ENST00000336866.2	opiate receptor-like 1 	12	1	0	0	1	0	rno-miR-338-5p	-0.01	-0.01	N/A
ARHGAP31	ENST00000264245.4	Rho GTPase activating protein 31 	32	1	0	1	0	1	rno-miR-338-5p	-0.01	-0.02	N/A
