Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Rbfox2	ENSMUST00000171751.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	788	1	0	0	1	1	0	1	0	3	mmu-miR-9-5p	-0.22	-0.30	0.73	2007, 2009, 2011
Fli1	ENSMUST00000016231.8	Friend leukemia integration 1 	141	1	0	1	0	1	0	0	1	1	mmu-miR-9-5p	-0.22	-0.23	0.84	2005, 2007, 2009, 2011
Mier3	ENSMUST00000109272.3	mesoderm induction early response 1, family member 3 	680	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.29	0.84	2007, 2009, 2011
Nabp1	ENSMUST00000027279.6	nucleic acid binding protein 1 	1026	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.22	-0.45	0.81	2007, 2009, 2011
Ptma	ENSMUST00000186255.1	prothymosin alpha 	524	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.68	2005, 2007, 2009, 2011
Slc44a5	ENSMUST00000089948.5	solute carrier family 44, member 5 	10	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.88	2009, 2011
Inhba	ENSMUST00000164993.1	inhibin beta-A 	2084	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.22	-0.22	0.92	
Acvr1b	ENSMUST00000000544.10	activin A receptor, type 1B 	815	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.84	2005, 2007, 2009, 2011
Htr1a	ENSMUST00000022235.4	5-hydroxytryptamine (serotonin) receptor 1A 	5	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.21	0.79	2009, 2011
Itpripl2	ENSMUST00000178344.1	inositol 1,4,5-triphosphate receptor interacting protein-like 2 	223	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.21	-0.33	0.83	2007, 2009, 2011
Lpp	ENSMUST00000038053.7	LIM domain containing preferred translocation partner in lipoma 	4534	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.21	-0.21	0.72	2005, 2007, 2011
Snip1	ENSMUST00000052183.6	Smad nuclear interacting protein 1 	206	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.22	0.51	2005, 2007, 2009, 2011
Golph3	ENSMUST00000059680.5	golgi phosphoprotein 3 	2873	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.89	2005, 2007, 2009, 2011
Pias3	ENSMUST00000064900.10	protein inhibitor of activated STAT 3 	1262	1	0	0	1	0	0	0	0	3	mmu-miR-9-5p	-0.21	-0.21	0.62	2005, 2007, 2009, 2011
Sgsm1	ENSMUST00000048112.7	small G protein signaling modulator 1 	165	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.98	2007, 2009, 2011
Rab40b	ENSMUST00000106107.2	Rab40B, member RAS oncogene family 	510	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.83	2005, 2007, 2009, 2011
Opcml	ENSMUST00000115243.3	opioid binding protein/cell adhesion molecule-like 	73	1	0	1	0	1	0	1	0	2	mmu-miR-9-5p	-0.21	-0.21	0.79	2005, 2007, 2009, 2011
Hist1h2ak	ENSMUST00000074752.3	histone cluster 1, H2ak 	0	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.50	
Cep104	ENSMUST00000047497.9	centrosomal protein 104 	540	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	< 0.1	2007, 2009, 2011
Fam73b	ENSMUST00000077977.8	family with sequence similarity 73, member B 	1070	2	1	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.21	0.84	2005, 2007, 2009, 2011
Ppara	ENSMUST00000109422.2	peroxisome proliferator activated receptor alpha 	162	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.21	-0.25	0.84	2007, 2009, 2011
B230219D22Rik	ENSMUST00000057844.8	RIKEN cDNA B230219D22 gene 	3545	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.21	0.57	2009, 2011
Cd47	ENSMUST00000084838.7	CD47 antigen (Rh-related antigen, integrin-associated signal transducer) 	1826	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.24	0.83	2005, 2007
Srsf1	ENSMUST00000079866.5	serine/arginine-rich splicing factor 1 	3442	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.24	0.80	2007, 2009, 2011
Hoxb1	ENSMUST00000019117.2	homeobox B1 	5	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.57	2011
Adamts18	ENSMUST00000093113.4	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 18 	5	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.52	2005, 2007
Smurf2	ENSMUST00000103067.4	SMAD specific E3 ubiquitin protein ligase 2 	2823	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.23	0.34	2005, 2007, 2011
Kif13a	ENSMUST00000056978.7	kinesin family member 13A 	2688	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.21	0.98	2009, 2011
Jup	ENSMUST00000001592.9	junction plakoglobin 	208	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.28	0.89	2005, 2007, 2009, 2011
Anxa2	ENSMUST00000034756.9	annexin A2 	11253	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.81	2005, 2007, 2009, 2011
Frem2	ENSMUST00000091137.4	Fras1 related extracellular matrix protein 2 	25	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.35	0.94	2007, 2009, 2011
Dcun1d4	ENSMUST00000063882.6	DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) 	353	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.22	0.74	2007, 2009, 2011
Hmgxb3	ENSMUST00000091884.4	HMG box domain containing 3 	109	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.96	2009, 2011
Pik3r3	ENSMUST00000030464.8	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55) 	310	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.89	2005, 2007, 2009, 2011
Kif1c	ENSMUST00000102554.2	kinesin family member 1C 	5983	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.21	0.89	2005, 2007, 2009, 2011
Dnajc3	ENSMUST00000022734.7	DnaJ (Hsp40) homolog, subfamily C, member 3 	2562	1	1	0	0	1	0	1	0	2	mmu-miR-9-5p	-0.21	-0.35	0.96	2009, 2011
Kcna4	ENSMUST00000037012.2	potassium voltage-gated channel, shaker-related subfamily, member 4 	12	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.21	-0.29	0.69	2009, 2011
Fxr1	ENSMUST00000001620.8	fragile X mental retardation gene 1, autosomal homolog 	8337	1	0	0	1	2	0	1	1	1	mmu-miR-9-5p	-0.21	-0.24	0.94	2005, 2007, 2009, 2011
Tsnax	ENSMUST00000075896.6	translin-associated factor X 	5	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.21	0.74	2005, 2007, 2009, 2011
Nfkb1	ENSMUST00000029812.8	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 	259	1	0	1	0	0	0	0	0	2	mmu-miR-9-5p	-0.21	-0.21	0.42	2005, 2007, 2009, 2011
Fbrs	ENSMUST00000048896.6	fibrosin 	1113	1	1	0	0	0	0	0	0	3	mmu-miR-9-5p	-0.21	-0.24	0.97	2007, 2011
Uhmk1	ENSMUST00000123399.1	U2AF homology motif (UHM) kinase 1 	267	2	1	1	0	0	0	0	0	3	mmu-miR-9-5p	-0.21	-0.26	0.96	
Zfp280d	ENSMUST00000098576.4	zinc finger protein 280D 	2049	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.21	-0.21	0.72	2009, 2011
Hn1l	ENSMUST00000024981.7	hematological and neurological expressed 1-like 	213	2	1	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.21	-0.50	0.90	2007, 2009, 2011
Slc39a14	ENSMUST00000068044.8	solute carrier family 39 (zinc transporter), member 14 	254	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.20	-0.25	0.96	2005, 2007, 2009, 2011
2610528J11Rik	ENSMUST00000030261.5	RIKEN cDNA 2610528J11 gene 	492	1	0	1	0	1	1	0	0	2	mmu-miR-9-5p	-0.20	-0.28	0.37	2009, 2011
Tra2b	ENSMUST00000161286.2	transformer 2 beta homolog (Drosophila) 	6271	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.86	2007, 2009, 2011
Fnip2	ENSMUST00000076136.5	folliculin interacting protein 2 	297	1	0	1	0	1	0	1	0	1	mmu-miR-9-5p	-0.20	-0.20	0.67	2011
Ikzf5	ENSMUST00000046306.9	IKAROS family zinc finger 5 	362	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.20	-0.20	0.84	2009, 2011
Tln1	ENSMUST00000030187.8	talin 1 	274	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.20	-0.20	0.88	2005, 2007, 2009, 2011
Hlcs	ENSMUST00000163193.2	holocarboxylase synthetase (biotin- [propriony-Coenzyme A-carboxylase (ATP-hydrolysing)] ligase) 	206	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.74	2005, 2007, 2009, 2011
Stk38l	ENSMUST00000001675.8	serine/threonine kinase 38 like 	255	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.20	-0.26	0.90	2005, 2007, 2009, 2011
Trim2	ENSMUST00000107692.2	tripartite motif-containing 2 	601	2	0	2	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.21	0.97	2005, 2007, 2009, 2011
Mef2c	ENSMUST00000163888.2	myocyte enhancer factor 2C 	3767	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.20	-0.29	0.88	2011
Cc2d1a	ENSMUST00000117424.3	coiled-coil and C2 domain containing 1A 	940	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.63	2005, 2007, 2009, 2011
Six4	ENSMUST00000043208.7	sine oculis-related homeobox 4 	266	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.21	0.93	2007
Adpgk	ENSMUST00000026266.7	ADP-dependent glucokinase 	749	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.82	2005, 2007, 2009, 2011
Kif21a	ENSMUST00000088614.6	kinesin family member 21A 	1539	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.78	2005, 2007, 2009, 2011
Pura	ENSMUST00000051301.3	purine rich element binding protein A 	652	1	0	1	0	2	0	1	1	1	mmu-miR-9-5p	-0.20	-0.37	0.81	2007
Phf19	ENSMUST00000028232.3	PHD finger protein 19 	118	1	0	1	0	1	0	1	0	1	mmu-miR-9-5p	-0.20	-0.20	0.78	2005, 2007, 2009, 2011
Dr1	ENSMUST00000031190.4	down-regulator of transcription 1 	770	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.23	0.69	2005, 2007, 2009, 2011
Wiz	ENSMUST00000087703.6	widely-interspaced zinc finger motifs 	184	1	0	0	1	1	1	0	0	1	mmu-miR-9-5p	-0.20	-0.27	0.72	2009, 2011
Ephb4	ENSMUST00000111054.1	Eph receptor B4 	245	1	1	0	0	1	0	1	0	1	mmu-miR-9-5p	-0.20	-0.22	0.97	2005, 2007, 2009, 2011
Dolpp1	ENSMUST00000028209.9	dolichyl pyrophosphate phosphatase 1 	745	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.87	2005, 2007, 2009, 2011
Pter	ENSMUST00000028063.5	phosphotriesterase related 	1482	1	1	0	0	4	1	1	2	1	mmu-miR-9-5p	-0.20	-0.72	< 0.1	2005, 2007, 2009, 2011
Supt7l	ENSMUST00000065388.5	suppressor of Ty 7-like 	79	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.21	0.52	2007, 2009, 2011
2310035C23Rik	ENSMUST00000086721.4	RIKEN cDNA 2310035C23 gene 	803	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.74	2009, 2011
En2	ENSMUST00000036177.8	engrailed 2 	18	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.29	0.90	2005, 2007, 2009, 2011
Prdm1	ENSMUST00000039174.5	PR domain containing 1, with ZNF domain 	54	2	0	2	0	0	0	0	0	2	mmu-miR-9-5p	-0.20	-0.44	0.97	2005, 2007, 2009, 2011
Gjd2	ENSMUST00000090275.4	gap junction protein, delta 2 	5	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.20	-0.20	0.72	2009, 2011
Tlk1	ENSMUST00000038584.8	tousled-like kinase 1 	207	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.28	0.80	2005, 2007, 2009, 2011
Pabpc4l	ENSMUST00000166505.1	poly(A) binding protein, cytoplasmic 4-like 	28	1	0	1	0	1	0	0	1	2	mmu-miR-9-5p	-0.19	-0.20	0.61	2009, 2011
Sall4	ENSMUST00000075044.4	sal-like 4 (Drosophila) 	337	1	0	0	1	1	0	0	1	0	mmu-miR-9-5p	-0.19	-0.19	0.59	2009, 2011
Rps6ka4	ENSMUST00000170516.3	ribosomal protein S6 kinase, polypeptide 4 	215	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.20	0.93	2005, 2007, 2009, 2011
Stx1a	ENSMUST00000005509.5	syntaxin 1A (brain) 	67	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.77	2005, 2007, 2009, 2011
Zdhhc7	ENSMUST00000034280.7	zinc finger, DHHC domain containing 7 	464	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.73	2005, 2007, 2009, 2011
Kif1b	ENSMUST00000030806.5	kinesin family member 1B 	200	2	1	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.19	-0.23	0.85	2011
Ctps2	ENSMUST00000033727.8	cytidine 5'-triphosphate synthase 2 	619	1	0	1	0	1	0	0	1	1	mmu-miR-9-5p	-0.19	-0.21	0.32	2005, 2007, 2009, 2011
Cntn4	ENSMUST00000089208.3	contactin 4 	7	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.86	2005, 2007, 2009, 2011
Mknk2	ENSMUST00000003433.6	MAP kinase-interacting serine/threonine kinase 2 	387	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.19	-0.36	0.45	2005, 2007, 2009, 2011
Cog3	ENSMUST00000049168.7	component of oligomeric golgi complex 3 	52	2	0	0	2	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.21	0.87	2005, 2007, 2009, 2011
Ptbp2	ENSMUST00000029780.7	polypyrimidine tract binding protein 2 	508	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.19	-0.23	0.89	2005, 2007, 2009, 2011
Wscd2	ENSMUST00000094452.3	WSC domain containing 2 	35	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.19	-0.19	0.84	2007, 2011
6330408A02Rik	ENSMUST00000119558.2	RIKEN cDNA 6330408A02 gene 	71	1	1	0	0	1	0	0	1	0	mmu-miR-9-5p	-0.19	-0.19	0.35	2009, 2011
Stt3b	ENSMUST00000035010.8	STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae) 	2394	1	1	0	0	1	0	0	1	0	mmu-miR-9-5p	-0.19	-0.29	0.98	2009, 2011
Cyp2u1	ENSMUST00000106337.2	cytochrome P450, family 2, subfamily u, polypeptide 1 	1356	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.20	0.10	2007
Cpeb4	ENSMUST00000109412.3	cytoplasmic polyadenylation element binding protein 4 	4130	2	1	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.19	-0.19	0.98	2005, 2007
Rtn4rl1	ENSMUST00000102514.3	reticulon 4 receptor-like 1 	160	1	0	1	0	1	1	0	0	3	mmu-miR-9-5p	-0.19	-0.22	0.89	2005, 2007, 2009, 2011
Ikzf4	ENSMUST00000133342.2	IKAROS family zinc finger 4 	87	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.19	-0.19	0.86	2007, 2009, 2011
Specc1l	ENSMUST00000105421.3	sperm antigen with calponin homology and coiled-coil domains 1-like 	2753	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.72	2007, 2009, 2011
Gm6625	ENSMUST00000177870.1	predicted gene 6625 	75	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.57	
Col4a2	ENSMUST00000033899.8	collagen, type IV, alpha 2 	1325	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.19	-0.19	0.66	2005, 2007, 2009, 2011
Nid2	ENSMUST00000022340.3	nidogen 2 	383	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.25	< 0.1	2005, 2007, 2009, 2011
Tmem200a	ENSMUST00000066049.6	transmembrane protein 200A 	29	2	0	1	1	0	0	0	0	1	mmu-miR-9-5p	-0.19	-0.19	0.70	2007, 2009, 2011
Soat1	ENSMUST00000189661.1	sterol O-acyltransferase 1 	1797	1	0	0	1	1	0	0	1	0	mmu-miR-9-5p	-0.19	-0.20	0.74	2005, 2007, 2009, 2011
Magi2	ENSMUST00000101558.4	membrane associated guanylate kinase, WW and PDZ domain containing 2 	129	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.19	-0.19	0.88	2009, 2011
Bicc1	ENSMUST00000143791.2	bicaudal C homolog 1 (Drosophila) 	796	1	0	1	0	1	0	1	0	1	mmu-miR-9-5p	-0.19	-0.19	0.86	2007, 2009, 2011
Ntrk3	ENSMUST00000039431.8	neurotrophic tyrosine kinase, receptor, type 3 	19	2	0	2	0	1	0	0	1	3	mmu-miR-9-5p	-0.19	-0.42	0.97	2005, 2007, 2009, 2011
Zfp407	ENSMUST00000125763.1	zinc finger protein 407 	227	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.66	2011
Pak2	ENSMUST00000023467.8	p21 protein (Cdc42/Rac)-activated kinase 2 	2128	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.45	2005, 2007, 2009, 2011
Pskh1	ENSMUST00000049699.8	protein serine kinase H1 	1615	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.19	-0.19	< 0.1	2005, 2007, 2009, 2011
Tmem248	ENSMUST00000065329.7	transmembrane protein 248 	1139	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.19	0.94	2007, 2009, 2011
Rbm24	ENSMUST00000037923.3	RNA binding motif protein 24 	695	1	0	1	0	1	0	0	1	0	mmu-miR-9-5p	-0.19	-0.19	0.86	2005, 2007, 2009, 2011
Phtf2	ENSMUST00000118174.2	putative homeodomain transcription factor 2 	1787	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.20	0.84	2005, 2007, 2009, 2011
Slc30a7	ENSMUST00000067485.3	solute carrier family 30 (zinc transporter), member 7 	257	1	0	1	0	1	0	1	0	4	mmu-miR-9-5p	-0.19	-0.35	0.32	2005, 2007, 2011
Bcl2l11	ENSMUST00000110341.3	BCL2-like 11 (apoptosis facilitator) 	219	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.19	-0.24	0.90	2005, 2007, 2009, 2011
Map3k1	ENSMUST00000109267.3	mitogen-activated protein kinase kinase kinase 1 	65	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.84	2009, 2011
Rap2c	ENSMUST00000053593.7	RAP2C, member of RAS oncogene family 	1539	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.80	2005, 2007, 2009, 2011
Il1rapl1	ENSMUST00000113966.2	interleukin 1 receptor accessory protein-like 1 	5	1	0	1	0	1	0	1	0	1	mmu-miR-9-5p	-0.18	-0.18	0.90	
Fgf14	ENSMUST00000095529.4	fibroblast growth factor 14 	19	2	0	0	2	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.27	0.88	2009, 2011
Fam196b	ENSMUST00000165963.2	family with sequence similarity 196, member B 	20	1	0	1	0	1	0	0	1	2	mmu-miR-9-5p	-0.18	-0.18	0.71	2009, 2011
Slc30a3	ENSMUST00000031037.8	solute carrier family 30 (zinc transporter), member 3 	7	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.18	0.57	2005, 2007, 2009, 2011
Vamp1	ENSMUST00000100942.3	vesicle-associated membrane protein 1 	237	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.18	0.48	2005, 2009, 2011
Zdhhc21	ENSMUST00000030110.9	zinc finger, DHHC domain containing 21 	885	1	1	0	0	0	0	0	0	3	mmu-miR-9-5p	-0.18	-0.20	0.89	2011
Cmtr2	ENSMUST00000056972.5	cap methyltransferase 2 	139	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.21	0.48	2007, 2009, 2011
Col27a1	ENSMUST00000036300.7	collagen, type XXVII, alpha 1 	295	1	1	0	0	1	0	0	1	0	mmu-miR-9-5p	-0.18	-0.18	0.88	2009, 2011
Fktn	ENSMUST00000128667.2	fukutin 	583	1	0	0	1	1	1	0	0	1	mmu-miR-9-5p	-0.18	-0.18	0.62	2007, 2009, 2011
Yipf4	ENSMUST00000024873.6	Yip1 domain family, member 4 	2617	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.23	0.82	2005, 2007, 2009, 2011
Lsm14a	ENSMUST00000085585.6	LSM14 homolog A (SCD6, S. cerevisiae) 	4310	2	0	0	2	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.32	0.90	2007, 2009, 2011
Pcdh1	ENSMUST00000160721.2	protocadherin 1 	1295	2	0	2	0	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.19	0.98	2007
Ap2m1	ENSMUST00000007216.8	adaptor-related protein complex 2, mu 1 subunit 	2635	1	0	1	0	1	0	0	1	2	mmu-miR-9-5p	-0.18	-0.20	0.88	2005, 2007, 2009, 2011
Myo1d	ENSMUST00000041065.8	myosin ID 	69	1	1	0	0	0	0	0	0	2	mmu-miR-9-5p	-0.18	-0.18	0.85	2005, 2007, 2009, 2011
Sp8	ENSMUST00000063918.2	trans-acting transcription factor 8 	33	1	1	0	0	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.18	0.17	2009, 2011
Asic1	ENSMUST00000023758.7	acid-sensing (proton-gated) ion channel 1 	53	2	0	2	0	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.19	0.89	2007, 2009, 2011
Lancl3	ENSMUST00000069763.2	LanC lantibiotic synthetase component C-like 3 (bacterial) 	48	1	1	0	0	1	1	0	0	1	mmu-miR-9-5p	-0.18	-0.21	< 0.1	2007, 2009, 2011
Osbpl3	ENSMUST00000114468.3	oxysterol binding protein-like 3 	624	1	0	1	0	1	0	1	0	1	mmu-miR-9-5p	-0.18	-0.21	0.64	2005, 2007, 2011
Galntl6	ENSMUST00000098757.3	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 	5	2	1	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.30	0.71	2007, 2011
Mapkapk2	ENSMUST00000016672.5	MAP kinase-activated protein kinase 2 	503	1	1	0	0	2	1	1	0	0	mmu-miR-9-5p	-0.18	-0.31	0.98	2005, 2007, 2009, 2011
Tram1	ENSMUST00000027068.5	translocating chain-associating membrane protein 1 	2880	1	0	0	1	1	0	1	0	0	mmu-miR-9-5p	-0.18	-0.24	0.93	2005, 2007, 2009, 2011
Zfp286	ENSMUST00000108705.2	zinc finger protein 286 	66	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.18	ORF	
Shroom3	ENSMUST00000113054.3	shroom family member 3 	1202	1	0	0	1	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.19	0.92	2007, 2009, 2011
Slc9a7	ENSMUST00000072451.5	solute carrier family 9 (sodium/hydrogen exchanger), member 7 	102	1	0	1	0	0	0	0	0	1	mmu-miR-9-5p	-0.18	-0.20	0.88	
Esrrb	ENSMUST00000116402.4	estrogen related receptor, beta 	130	1	1	0	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.91	2009, 2011
Nmt2	ENSMUST00000081932.7	N-myristoyltransferase 2 	2898	1	0	0	1	1	0	0	1	0	mmu-miR-9-5p	-0.18	-0.18	0.80	2005, 2007, 2009, 2011
Lhfp	ENSMUST00000059562.8	lipoma HMGIC fusion partner 	3628	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.44	2005, 2007, 2009, 2011
Celf4	ENSMUST00000025117.7	CUGBP, Elav-like family member 4 	12	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.85	2007, 2009, 2011
Slc25a37	ENSMUST00000037064.4	solute carrier family 25, member 37 	114	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.21	0.81	2007, 2009, 2011
Gsk3b	ENSMUST00000023507.7	glycogen synthase kinase 3 beta 	944	1	0	1	0	1	0	1	0	2	mmu-miR-9-5p	-0.18	-0.20	0.75	2009, 2011
Ccser2	ENSMUST00000090024.5	coiled-coil serine rich 2 	263	1	1	0	0	1	0	0	1	1	mmu-miR-9-5p	-0.18	-0.18	< 0.1	2007, 2009, 2011
Fndc3b	ENSMUST00000046157.4	fibronectin type III domain containing 3B 	367	1	0	1	0	1	0	0	1	2	mmu-miR-9-5p	-0.18	-0.18	0.85	2005, 2007, 2009, 2011
Btbd7	ENSMUST00000045652.6	BTB (POZ) domain containing 7 	1023	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.90	2005, 2007, 2009, 2011
Ccdc126	ENSMUST00000055559.7	coiled-coil domain containing 126 	156	1	0	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.73	2007, 2009, 2011
Sptlc2	ENSMUST00000021424.4	serine palmitoyltransferase, long chain base subunit 2 	1243	3	1	2	0	1	0	1	0	1	mmu-miR-9-5p	-0.18	-0.85	> 0.99	2005, 2007, 2009, 2011
Myh11	ENSMUST00000090287.3	myosin, heavy polypeptide 11, smooth muscle 	261	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.84	2005, 2009
Nr2e1	ENSMUST00000019938.5	nuclear receptor subfamily 2, group E, member 1 	5	1	0	1	0	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.18	0.72	2005, 2007, 2009, 2011
Epha7	ENSMUST00000029964.6	Eph receptor A7 	41	2	1	0	1	0	0	0	0	0	mmu-miR-9-5p	-0.18	-0.23	0.98	2005, 2007, 2009, 2011
